,URI,birthDate,birthPlace_label,birthPlace,office,mayorCity,termStart,termEnd,name,birthPlaceLat,birthPlaceLon,cityLat,cityLon,gender,distance,startAge,endAge,termLength
184,http://dbpedia.org/resource/Marc_Joulaud,1967-09-03,{Mayenne|France},{http://dbpedia.org/resource/Mayenne|http://dbpedia.org/resource/France},Mayor ofSablé-sur-Sarthe,Sablé-sur-Sarthe,,,Marc Joulaud,,,,,male,,,,
185,http://dbpedia.org/resource/Marcello_Alencar,1925-08-23,{Brazil|Rio de Janeiro},{http://dbpedia.org/resource/Brazil|http://dbpedia.org/resource/Rio_de_Janeiro},Mayor of Rio de Janeiro,Rio de Janeiro,,,Marcello Alencar,,,-22.908333,-43.196388,male,,,,
186,http://dbpedia.org/resource/Marcia_Fudge,1945-06-25,{Cleveland|Ohio|United States},{http://dbpedia.org/resource/Cleveland|http://dbpedia.org/resource/Ohio|http://dbpedia.org/resource/United_States},Mayor ofWarrensville Heights,Warrensville Heights,,,Marcia Fudge,41.482224,-81.669724,41.43861,-81.523331,female,13.119453163997743,,,
187,http://dbpedia.org/resource/Marco_Parra_Sánchez,1969-09-02,{Lima|Peru},{http://dbpedia.org/resource/Lima|http://dbpedia.org/resource/Peru},Mayor of Lima,Lima,,,Marco Parra Sánchez,,,,,male,,,,
188,http://dbpedia.org/resource/Ed_Koch,1924-12-12,The Bronx,http://dbpedia.org/resource/The_Bronx,Mayor of New York City,New York City,,,Ed Koch,40.837223,-73.886108,40.7127,-74.005898,male,17.120161165836883,,,
189,http://dbpedia.org/resource/Ed_Thompson,1944-12-25,Elroy Wisconsin,"http://dbpedia.org/resource/Elroy,_Wisconsin",Mayor of Tomah,Tomah,2000.0,2002.0,Ed Thompson,43.741943,-90.269722,,,male,,56.0,58.0,2.0
190,http://dbpedia.org/resource/Eddie_Joe_Williams,1954-06-26,{Arkansas|Sheridan Arkansas},"{http://dbpedia.org/resource/Arkansas|http://dbpedia.org/resource/Sheridan,_Arkansas}",Mayor ofCabot Arkansas,Cabot Arkansas,,,Eddie Joe Williams,,,,,male,,,,
191,http://dbpedia.org/resource/Eden_George,1863-09-18,{New South Wales|Forbes New South Wales},"{http://dbpedia.org/resource/New_South_Wales|http://dbpedia.org/resource/Forbes,_New_South_Wales}",Mayor of Christchurch,Christchurch,1901.0,1904.0,Eden George,,,-43.529999,172.620285,male,,38.0,41.0,3.0
192,http://dbpedia.org/resource/Edgar_Neale,1889-11-24,Nelson New Zealand,"http://dbpedia.org/resource/Nelson,_New_Zealand",Mayor of Nelson New Zealand,Nelson New Zealand,1941.0,1947.0,Edgar Neale,-41.5,172.833328,-41.5,172.833328,male,0.0,52.0,58.0,6.0
193,http://dbpedia.org/resource/Eduardo_Malapit,1933-04-06,{Hawaii|Kauai|Hanapepe Hawaii},"{http://dbpedia.org/resource/Hawaii|http://dbpedia.org/resource/Kauai|http://dbpedia.org/resource/Hanapepe,_Hawaii}",Mayor of Kauai,Kauai,1974.0,1982.0,Eduardo Malapit,,,,,male,,41.0,49.0,8.0
194,http://dbpedia.org/resource/Edward_Falles_Spence,1832-12-22,Enniskillen,http://dbpedia.org/resource/Enniskillen,Mayor of Los Angeles,Los Angeles,,,Edward Falles Spence,,,34.049999,-118.25,male,,,,
195,http://dbpedia.org/resource/Edward_J._Voke,1889-02-24,Chelsea Massachusetts,"http://dbpedia.org/resource/Chelsea,_Massachusetts",Mayor of Chelsea Massachusetts,Chelsea Massachusetts,1936.0,1941.0,Edward J. Voke,42.391666,-71.033333,,,male,,47.0,52.0,5.0
196,http://dbpedia.org/resource/Edward_Martin_(mayor),1936-03-07,Georgetown Illinois,"http://dbpedia.org/resource/Georgetown,_Illinois",Mayor of Warner Robins Georgia,Warner Robins Georgia,1988.0,1993.0,Edward Martin (mayor),,,,,male,,52.0,57.0,5.0
197,http://dbpedia.org/resource/Edward_P._Allen,1839-10-28,Sharon Township Michigan,"http://dbpedia.org/resource/Sharon_Township,_Michigan",Mayor ofYpsilanti,Ypsilanti,1880.0,1881.0,Edward P. Allen,42.208611,-84.082497,42.240002000000004,-83.620003,male,38.21826090817598,41.0,42.0,1.0
198,http://dbpedia.org/resource/Edward_Robeson_Taylor,1838-09-22,Springfield Illinois,"http://dbpedia.org/resource/Springfield,_Illinois",Mayor of San Francisco,San Francisco,,,Edward Robeson Taylor,39.698334,-89.61972,37.783333,-122.41666399999998,male,2834.8310867554874,,,
199,http://dbpedia.org/resource/Edward_Roderick_Davies,1915-06-02,{United Kingdom of Great Britain and Ireland|Wales|Caerau Bridgend},"{http://dbpedia.org/resource/United_Kingdom_of_Great_Britain_and_Ireland|http://dbpedia.org/resource/Wales|http://dbpedia.org/resource/Caerau,_Bridgend}",Mayor of Bloomfield Hills Michigan,Bloomfield Hills Michigan,,1960.0,Edward Roderick Davies,,,42.583611,-83.245552,male,,,45.0,
200,http://dbpedia.org/resource/Edward_Voûte,1887-09-17,{Amsterdam|Netherlands},{http://dbpedia.org/resource/Amsterdam|http://dbpedia.org/resource/Netherlands},Mayor of Amsterdam,Amsterdam,,,Edward Voûte,52.366665000000005,4.9,52.366665000000005,4.9,male,0.0,,,
201,http://dbpedia.org/resource/Edward_Zorinsky,1928-11-11,Omaha Nebraska,"http://dbpedia.org/resource/Omaha,_Nebraska",Mayor of Omaha,Omaha,1973.0,1976.0,Edward Zorinsky,41.25,-96.0,41.25,-96.0,male,0.0,45.0,48.0,3.0
202,http://dbpedia.org/resource/Edwin_D._McGuinness,1856-05-17,Providence Rhode Island,"http://dbpedia.org/resource/Providence,_Rhode_Island",Mayor of Providence,Providence,,,Edwin D. McGuinness,41.823612,-71.422226,,,male,,,,
203,http://dbpedia.org/resource/Edwin_E._Roberts,1870-12-12,{California|Sutter County California|United States|Pleasant Grove California},"{http://dbpedia.org/resource/California|http://dbpedia.org/resource/Sutter_County,_California|http://dbpedia.org/resource/United_States|http://dbpedia.org/resource/Pleasant_Grove,_California}",Mayor of Reno,Reno,1923.0,1933.0,Edwin Ewing Roberts,,,39.527221999999995,-119.821945,male,,53.0,63.0,10.0
204,http://dbpedia.org/resource/Edwin_M._Capps,1860-12-23,Knoxville Tennessee,"http://dbpedia.org/resource/Knoxville,_Tennessee",Mayor of San Diego,San Diego,,,Edwin M. Capps,35.972778000000005,-83.942223,32.715,-117.162498,male,3054.682682665267,,,
205,http://dbpedia.org/resource/Edwin_Sydney_Stuart,1853-12-28,{Pennsylvania|Philadelphia},{http://dbpedia.org/resource/Pennsylvania|http://dbpedia.org/resource/Philadelphia},Mayor of Philadelphia Pennsylvania,Philadelphia Pennsylvania,,,إدوين سيدني ستيوارت,,,39.950001,-75.166664,male,,,,
206,http://dbpedia.org/resource/Egon_Vaupel,1950-11-15,{Germany|Bad Endbach},{http://dbpedia.org/resource/Germany|http://dbpedia.org/resource/Bad_Endbach},Mayor of Marburg,Marburg,,,Egon Vaupel,,,,,male,,,,
207,http://dbpedia.org/resource/Elenita_Binay,1944-11-09,{Philippines|Commonwealth of the Philippines|Bulacan|Angat Bulacan},"{http://dbpedia.org/resource/Philippines|http://dbpedia.org/resource/Commonwealth_of_the_Philippines|http://dbpedia.org/resource/Bulacan|http://dbpedia.org/resource/Angat,_Bulacan}",Mayor ofMakati City,Makati City,,,Elenita Binay,,,,,female,,,,
208,http://dbpedia.org/resource/Elizabeth_Brater,1951-04-12,Boston,http://dbpedia.org/resource/Boston,Mayor of Ann Arbor,Ann Arbor,1991.0,1993.0,Elizabeth Brater,42.358055,-71.063614,42.223,-83.748337,female,1041.8751052282491,40.0,42.0,2.0
209,http://dbpedia.org/resource/Elman_Mammadov,1950-10-18,{Azerbaijan|Khojaly (city)},{http://dbpedia.org/resource/Azerbaijan|http://dbpedia.org/resource/Khojaly_(city)},Mayor ofKhojaly,Khojaly,1991.0,2000.0,Elman Məmmədov,,,,,male,,41.0,50.0,9.0
210,http://dbpedia.org/resource/Elsie_Wayne,1932-04-20,{Shediac|New Brunswick},{http://dbpedia.org/resource/Shediac|http://dbpedia.org/resource/New_Brunswick},Mayor ofSaint John New Brunswick,Saint John New Brunswick,1983.0,1993.0,Elsie Wayne,,,,,female,,51.0,61.0,10.0
211,http://dbpedia.org/resource/Elton_Gallegly,1944-03-07,{California|Huntington Park California|United States},"{http://dbpedia.org/resource/California|http://dbpedia.org/resource/Huntington_Park,_California|http://dbpedia.org/resource/United_States}",Mayor of Simi Valley,Simi Valley,1980.0,1986.0,Elton Gallegly,,,,,male,,36.0,42.0,6.0
212,http://dbpedia.org/resource/Emerson_Coatsworth,1854-03-09,Province of Canada,http://dbpedia.org/resource/Province_of_Canada,Mayor of Toronto,Toronto,1891.0,1896.0,Emerson Coatsworth,,,43.700001,-79.400002,male,,37.0,42.0,5.0
213,http://dbpedia.org/resource/Emery_D._Potter,1804-10-07,Providence Rhode Island,"http://dbpedia.org/resource/Providence,_Rhode_Island",Mayor of Toledo Ohio,Toledo Ohio,1846.0,1849.0,Emery D. Potter,41.823612,-71.422226,,,male,,42.0,45.0,3.0
214,http://dbpedia.org/resource/Enrique_Peñalosa,1954-09-30,{Washington D.C.|United States},"{http://dbpedia.org/resource/Washington,_D.C.|http://dbpedia.org/resource/United_States}",Mayor of Bogotá,Bogotá,,,Enrique Peñalosa,38.904724,-77.016388,4.5980550000000004,-74.075836,male,3823.8549401133505,,,
215,http://dbpedia.org/resource/Enrique_Tierno_Galván,1918-02-08,{Spain|Madrid},{http://dbpedia.org/resource/Spain|http://dbpedia.org/resource/Madrid},Mayor of Madrid,Madrid,,,إنريكي تييرنو,,,40.383334999999995,-3.7166669999999997,male,,,,
216,http://dbpedia.org/resource/Nancy_McFarlane,1956-07-20,{Washington D.C.|United States},"{http://dbpedia.org/resource/Washington,_D.C.|http://dbpedia.org/resource/United_States}",Mayor of Raleigh North Carolina,Raleigh North Carolina,2007.0,2011.0,Nancy McFarlane,38.904724,-77.016388,,,female,,51.0,55.0,4.0
217,"http://dbpedia.org/resource/Nathan_Matthews,_Jr.",1854-03-28,Massachusetts,http://dbpedia.org/resource/Massachusetts,Mayor of Boston Massachusetts,Boston Massachusetts,1891.0,1894.0,Nathan Matthews Jr.,,,42.358055,-71.063614,male,,37.0,40.0,3.0
218,http://dbpedia.org/resource/Nathan_Phillips_(politician),1892-11-07,Brockville,http://dbpedia.org/resource/Brockville,Mayor of Toronto,Toronto,1955.0,1962.0,Nathan Phillips,44.583332,-75.683334,43.700001,-79.400002,male,312.18528437711547,63.0,70.0,7.0
219,http://dbpedia.org/resource/Neculai_Onțanu,1949-09-13,{Socialist Republic of Romania|Pângărați|Neamț County},{http://dbpedia.org/resource/Socialist_Republic_of_Romania|http://dbpedia.org/resource/Pângărați|http://dbpedia.org/resource/Neamț_County},Mayor of Bucharest's Sector 2,Bucharest's Sector 2,2000.0,,Neculai Onțanu,,,,,male,,51.0,,
220,http://dbpedia.org/resource/Nelya_Shtepa,1962-09-13,{Ukrainian Soviet Socialist Republic|Sloviansk},{http://dbpedia.org/resource/Ukrainian_Soviet_Socialist_Republic|http://dbpedia.org/resource/Sloviansk},Mayor ofSloviansk,Sloviansk,,,"Штепа, Неля Игоревна",,,48.853333,37.625,female,,,,
221,http://dbpedia.org/resource/Nestor_Ohu,1962-03-02,French Polynesia,http://dbpedia.org/resource/French_Polynesia,Mayor ofUa Huka,Ua Huka,,,Nestor Ohu,,,,,male,,,,
222,http://dbpedia.org/resource/Nicholas_Dockstader,1802-01-04,Albany New York,"http://dbpedia.org/resource/Albany,_New_York",Mayor of Cleveland,Cleveland,1840.0,1840.0,Nicholas Dockstader,42.651714,-73.76209300000001,41.482224,-81.669724,male,664.893659352362,38.0,38.0,0.0
223,http://dbpedia.org/resource/Nicholas_Sacco,1946-11-17,Jersey City New Jersey,"http://dbpedia.org/resource/Jersey_City,_New_Jersey",Mayor ofNorth Bergen,North Bergen,,,Nicholas Sacco,40.714001,-74.070999,40.794174,-74.024963,male,9.715566163131925,,,
224,http://dbpedia.org/resource/Nicholas_W._Thomas,1810-05-23,Pennsylvania,http://dbpedia.org/resource/Pennsylvania,Mayor of Cincinnati,Cincinnati,1857.0,1859.0,Nicholas W. Thomas,,,,,male,,47.0,49.0,2.0
225,http://dbpedia.org/resource/Nick_Catania,1945-12-18,Italy,http://dbpedia.org/resource/Italy,Mayor of theCity of Vincent,theCity of Vincent,1989.0,1996.0,Nick Catania,,,,,male,,44.0,51.0,7.0
226,http://dbpedia.org/resource/Nicolae_Bivol,1882-06-01,Ialoveni,http://dbpedia.org/resource/Ialoveni,Mayor of Chişinău,Chişinău,1917.0,1918.0,Nicolae Bivol,,,,,male,,35.0,36.0,1.0
227,http://dbpedia.org/resource/Nicolae_Costin,1936-04-07,{Rezina District|Peciște},{http://dbpedia.org/resource/Rezina_District|http://dbpedia.org/resource/Peciște},Mayor of Chişinău,Chişinău,1990.0,1990.0,Nicolae Costin,,,,,male,,54.0,54.0,0.0
228,http://dbpedia.org/resource/Nicolae_Robu,1955-05-28,{Arad County|Bocsig},{http://dbpedia.org/resource/Arad_County|http://dbpedia.org/resource/Bocsig},Mayor of Timișoara,Timișoara,,,Nicolae Robu,,,,,male,,,,
229,http://dbpedia.org/resource/Nicolai_Wammen,1971-02-07,{Denmark|Holbæk},{http://dbpedia.org/resource/Denmark|http://dbpedia.org/resource/Holbæk},Mayor of Aarhus,Aarhus,2006.0,2011.0,Nicolai Wammen,,,56.150002,10.2107,male,,35.0,40.0,5.0
230,http://dbpedia.org/resource/Niko_Lekishvili,{1947-02-20|1947-04-20},{Soviet Union|Tbilisi|Georgia (country)|Georgian Soviet Socialist Republic},{http://dbpedia.org/resource/Soviet_Union|http://dbpedia.org/resource/Tbilisi|http://dbpedia.org/resource/Georgia_(country)|http://dbpedia.org/resource/Georgian_Soviet_Socialist_Republic},Mayor of Tbilisi,Tbilisi,,,"Лекишвили, Николоз Михайлович",,,,,male,,,,
231,http://dbpedia.org/resource/Nils_Ušakovs,1976-06-08,{Latvia|Riga|Soviet Union|Latvian Soviet Socialist Republic},{http://dbpedia.org/resource/Latvia|http://dbpedia.org/resource/Riga|http://dbpedia.org/resource/Soviet_Union|http://dbpedia.org/resource/Latvian_Soviet_Socialist_Republic},Mayor of Riga,Riga,,,Nils Ušakovs,,,,,male,,,,
232,http://dbpedia.org/resource/Noel_A._Mitchell,1859-04-27,{Rhode Island|Block Island|United States},{http://dbpedia.org/resource/Rhode_Island|http://dbpedia.org/resource/Block_Island|http://dbpedia.org/resource/United_States},Mayor of St. Petersburg Florida,St. Petersburg Florida,,,Noel A. Mitchell,,,,,male,,,,
233,http://dbpedia.org/resource/Noel_C._Taylor,1924-07-15,{Virginia|United States|Moneta Virginia},"{http://dbpedia.org/resource/Virginia|http://dbpedia.org/resource/United_States|http://dbpedia.org/resource/Moneta,_Virginia}",Mayor of Roanoke Virginia,Roanoke Virginia,,,Noel C. Taylor,,,,,male,,,,
234,http://dbpedia.org/resource/Norman_Quijano,1946-11-02,{El Salvador|Santa Ana El Salvador},"{http://dbpedia.org/resource/El_Salvador|http://dbpedia.org/resource/Santa_Ana,_El_Salvador}",Mayor ofSan Salvador,San Salvador,,,Norman Quijano,,,,,male,,,,
235,http://dbpedia.org/resource/Charles_Meeker,1953-10-19,{Washington D.C.|United States},"{http://dbpedia.org/resource/Washington,_D.C.|http://dbpedia.org/resource/United_States}",Mayor of Raleigh,Raleigh,,,Charles Meeker,38.904724,-77.016388,35.766666,-78.63333100000001,male,376.82825309691657,,,
236,http://dbpedia.org/resource/Charles_Pakenham_Buchanan,1874-11-09,{Queensland|Brisbane|Australia},{http://dbpedia.org/resource/Queensland|http://dbpedia.org/resource/Brisbane|http://dbpedia.org/resource/Australia},Mayor of Brisbane,Brisbane,1908.0,1908.0,Charles Pakenham Buchanan,,,,,male,,34.0,34.0,0.0
237,http://dbpedia.org/resource/Charles_Peter_Layard,1806-12-09,{Colombo|Western Province Sri Lanka|British Ceylon},"{http://dbpedia.org/resource/Colombo|http://dbpedia.org/resource/Western_Province,_Sri_Lanka|http://dbpedia.org/resource/British_Ceylon}",Mayor of Colombo,Colombo,,,Charles Peter Layard,6.934444,79.842781,6.934444,79.842781,male,0.0,,,
238,http://dbpedia.org/resource/Charles_R._Farnsley,1907-03-28,Louisville Kentucky,"http://dbpedia.org/resource/Louisville,_Kentucky",Mayor of Louisville,Louisville,,,Charles R. Farnsley,38.225334000000004,-85.74166899999999,38.225334000000004,-85.74166899999999,male,0.0,,,
239,http://dbpedia.org/resource/Charles_Stewart_Mott,1875-06-02,Newark New Jersey,"http://dbpedia.org/resource/Newark,_New_Jersey",Mayor of the City of Flint Michigan,the City of Flint Michigan,1912.0,1914.0,Charles Stewart Mott,40.72422,-74.172577,,,male,,37.0,39.0,2.0
240,http://dbpedia.org/resource/Chelsie_J._Senerchia,1899-11-02,Rhode Island,http://dbpedia.org/resource/Rhode_Island,Mayor of Miami,Miami,1951.0,1953.0,チェルシー・J・セネルキア,,,25.775278,-80.208885,male,,52.0,54.0,2.0
241,http://dbpedia.org/resource/Chen_Gongbo,1892-10-19,{Qing dynasty|Guangdong},{http://dbpedia.org/resource/Qing_dynasty|http://dbpedia.org/resource/Guangdong},Mayor of Shanghai,Shanghai,,,Chen Gongbo,,,31.228610999999997,121.46666699999999,male,,,,
242,http://dbpedia.org/resource/Chris_Beutler,1944-11-14,{Nebraska|Omaha Nebraska|United States},"{http://dbpedia.org/resource/Nebraska|http://dbpedia.org/resource/Omaha,_Nebraska|http://dbpedia.org/resource/United_States}",Mayor of Lincoln,Lincoln,,,Chris Beutler,,,,,male,,,,
243,http://dbpedia.org/resource/Clarence_A._Winder,1887-03-30,Cincinnati,http://dbpedia.org/resource/Cincinnati,Mayor of Pasadena,Pasadena,1953.0,1955.0,Clarence A. Winder,,,34.156113,-118.13194299999999,male,,66.0,68.0,2.0
244,http://dbpedia.org/resource/Clarence_Cormier,1930-07-14,Saint-Antoine New Brunswick,"http://dbpedia.org/resource/Saint-Antoine,_New_Brunswick",Mayor of Dieppe,Dieppe,,,Clarence Cormier,,,,,male,,,,
245,http://dbpedia.org/resource/Clark_B._Dibble,1860-05-27,Genesee County Michigan,"http://dbpedia.org/resource/Genesee_County,_Michigan",Mayor of the City of Flint Michigan,the City of Flint Michigan,1901.0,1902.0,Clark B. Dibble,,,,,male,,41.0,42.0,1.0
246,http://dbpedia.org/resource/Sara_Duterte,1978-05-31,{Philippines|Davao City},{http://dbpedia.org/resource/Philippines|http://dbpedia.org/resource/Davao_City},Mayor of Davao City,Davao City,,,Sara Duterte,,,,,female,,,,
247,http://dbpedia.org/resource/Sawnie_R._Aldredge,1890-05-13,Dallas,http://dbpedia.org/resource/Dallas,Mayor ofDallas Texas,Dallas Texas,1921.0,1923.0,Sawnie R. Aldredge,32.775833,-96.796669,32.775833,-96.796669,male,0.0,31.0,33.0,2.0
248,http://dbpedia.org/resource/Scott_Avedisian,1965-01-16,{Rhode Island|Warwick Rhode Island|United States},"{http://dbpedia.org/resource/Rhode_Island|http://dbpedia.org/resource/Warwick,_Rhode_Island|http://dbpedia.org/resource/United_States}",Mayor ofWarwick,Warwick,2000.0,,Scott Avedisian,,,,,male,,35.0,,
249,http://dbpedia.org/resource/Scott_McAdams,1970-10-10,{California|Orange California|United States},"{http://dbpedia.org/resource/California|http://dbpedia.org/resource/Orange,_California|http://dbpedia.org/resource/United_States}",Mayor ofSitka,Sitka,,,Scott McAdams,,,,,male,,,,
250,http://dbpedia.org/resource/Sergio_Fajardo,1956-06-19,{Colombia|Antioquia Department|Medellín},{http://dbpedia.org/resource/Colombia|http://dbpedia.org/resource/Antioquia_Department|http://dbpedia.org/resource/Medellín},Mayor of Medellín,Medellín,,,Sergio Fajardo,,,6.230834,-75.590553,male,,,,
251,http://dbpedia.org/resource/Setti_Warren,1970-05-15,{Newton Massachusetts|Massachusetts|United States},"{http://dbpedia.org/resource/Newton,_Massachusetts|http://dbpedia.org/resource/Massachusetts|http://dbpedia.org/resource/United_States}",Mayor of Newton,Newton,,,Setti Warren,42.336945,-71.209999,,,male,,,,
252,http://dbpedia.org/resource/Shawn_Christian_(mayor),1975-09-14,Pitcairn Islands,http://dbpedia.org/resource/Pitcairn_Islands,Mayor of the Pitcairn Islands,the Pitcairn Islands,,,Shawn Christian (polityk),,,,,male,,,,
253,http://dbpedia.org/resource/Shpend_Ahmeti,1978-04-18,{Kosovo|Pristina},{http://dbpedia.org/resource/Kosovo|http://dbpedia.org/resource/Pristina},Mayor of Pristina,Pristina,,,Shpend Ahmeti,,,42.666668,21.166666,male,,,,
254,http://dbpedia.org/resource/Skip_Campbell,1948-11-12,Rockaway Beach Queens,"http://dbpedia.org/resource/Rockaway_Beach,_Queens",Mayor ofCoral Springs,Coral Springs,,,Skip Campbell,40.586712,-73.81147800000001,26.270554999999998,-80.259163,male,1698.2523662571225,,,
255,http://dbpedia.org/resource/Skip_Rimsza,1955-03-31,{Chicago|Illinois},{http://dbpedia.org/resource/Chicago|http://dbpedia.org/resource/Illinois},Mayor of Phoenix,Phoenix,,,Skip Rimsza,41.836945,-87.68472299999999,,,male,,,,
256,http://dbpedia.org/resource/Sonny_Bono,1935-02-16,Detroit,http://dbpedia.org/resource/Detroit,Mayor of Palm Springs,Palm Springs,,,Sonny Bono,42.33139,-83.04583000000001,33.823890999999996,-116.54528,male,3056.3416323356164,,,
257,http://dbpedia.org/resource/Sorin_Apostu,1968-02-08,{Romania|Focșani},{http://dbpedia.org/resource/Romania|http://dbpedia.org/resource/Focșani},Mayor of Cluj-Napoca,Cluj-Napoca,,,Sorin Apostu,,,,,male,,,,
258,http://dbpedia.org/resource/Stanley_Russell,1906-03-26,{Christchurch|New Zealand},{http://dbpedia.org/resource/Christchurch|http://dbpedia.org/resource/New_Zealand},Mayor of Nelson,Nelson,1956.0,1962.0,Stanley Russell,-43.529999,172.620285,,,male,,50.0,56.0,6.0
259,http://dbpedia.org/resource/Starke_Taylor,1922-07-02,Paris Texas,"http://dbpedia.org/resource/Paris,_Texas",Mayor ofDallas Texas,Dallas Texas,1983.0,1987.0,Starke Taylor,,,32.775833,-96.796669,male,,61.0,65.0,4.0
260,http://dbpedia.org/resource/Stefan_Schostok,1964-05-12,{Lower Saxony|Hildesheim},{http://dbpedia.org/resource/Lower_Saxony|http://dbpedia.org/resource/Hildesheim},Mayor of Hanover,Hanover,,,Stefan Schostok,,,,,male,,,,
261,http://dbpedia.org/resource/Stefan_Sofiyanski,1951-11-07,{Bulgaria|Sofia},{http://dbpedia.org/resource/Bulgaria|http://dbpedia.org/resource/Sofia},Mayor of Sofia,Sofia,,,Stefan Sofijanski,,,42.700001,23.33,male,,,,
262,http://dbpedia.org/resource/Steve_Adler_(lawyer),1956-03-23,{Washington D.C.|United States},"{http://dbpedia.org/resource/Washington,_D.C.|http://dbpedia.org/resource/United_States}",Mayor of Austin Texas,Austin Texas,,,Steve Adler (lawyer),38.904724,-77.016388,,,male,,,,
263,http://dbpedia.org/resource/Steve_Lonegan,1956-04-27,{New Jersey|Teaneck New Jersey|United States},"{http://dbpedia.org/resource/New_Jersey|http://dbpedia.org/resource/Teaneck,_New_Jersey|http://dbpedia.org/resource/United_States}",Mayor of Bogota,Bogota,,,Steve Lonegan,,,4.5980550000000004,-74.075836,male,,,,
264,http://dbpedia.org/resource/Steve_M._Thompson,1944-10-27,Cottage Grove Oregon,"http://dbpedia.org/resource/Cottage_Grove,_Oregon",Mayor of Fairbanks Alaska,Fairbanks Alaska,2001.0,2007.0,Steve M. Thompson,43.794724,-123.052498,,,male,,57.0,63.0,6.0
265,http://dbpedia.org/resource/Steve_Rothman,1952-10-14,Englewood New Jersey,"http://dbpedia.org/resource/Englewood,_New_Jersey",Mayor ofEnglewood,Englewood,1983.0,1989.0,Steve Rothman,40.891197,-73.972511,,,male,,31.0,37.0,6.0
266,http://dbpedia.org/resource/Steve_Womack,1957-02-18,{Arkansas|Russellville Arkansas|United States},"{http://dbpedia.org/resource/Arkansas|http://dbpedia.org/resource/Russellville,_Arkansas|http://dbpedia.org/resource/United_States}",Mayor ofRogers,Rogers,1998.0,2011.0,Steve Womack,,,,,male,,41.0,54.0,13.0
267,http://dbpedia.org/resource/Kamil_Iskhakov,1949-02-08,{Soviet Union|Kazan|Tatar Autonomous Soviet Socialist Republic|Russian Soviet Federative Socialist Republic},{http://dbpedia.org/resource/Soviet_Union|http://dbpedia.org/resource/Kazan|http://dbpedia.org/resource/Tatar_Autonomous_Soviet_Socialist_Republic|http://dbpedia.org/resource/Russian_Soviet_Federative_Socialist_Republic},Mayor of Kazan,Kazan,,,Kamil Iskhakov,,,,,male,,,,
268,http://dbpedia.org/resource/Karl_Theodor_Bleek,1898-03-19,{German Empire|Kirn},{http://dbpedia.org/resource/German_Empire|http://dbpedia.org/resource/Kirn},Mayor of Marburg,Marburg,,,Karl Theodor Bleek,,,,,male,,,,
269,http://dbpedia.org/resource/Kathy_Taylor,1955-09-29,{Oklahoma|Oklahoma City|United States},{http://dbpedia.org/resource/Oklahoma|http://dbpedia.org/resource/Oklahoma_City|http://dbpedia.org/resource/United_States},Mayor of Tulsa,Tulsa,,,Kathy Taylor,,,36.13139,-95.937225,female,,,,
270,http://dbpedia.org/resource/Katsuhiro_Akimoto,1956-02-02,Yūbari Hokkaido,"http://dbpedia.org/resource/Yūbari,_Hokkaido",Mayor ofSapporo,Sapporo,,,秋元克広,,,,,male,,,,
271,http://dbpedia.org/resource/Katsuhito_Noshi,1967-07-31,Matsuyama Ehime,"http://dbpedia.org/resource/Matsuyama,_Ehime",Mayor ofMatsuyama,Matsuyama,,,野志克仁,,,,,male,,,,
272,http://dbpedia.org/resource/Kazumi_Inamura,1972-11-10,Nara Nara,"http://dbpedia.org/resource/Nara,_Nara",Mayor ofAmagasaki,Amagasaki,,,Kazumi Inamura,,,,,female,,,,
273,http://dbpedia.org/resource/Kenji_Kitahashi,1953-03-19,{Japan|Nishinomiya},{http://dbpedia.org/resource/Japan|http://dbpedia.org/resource/Nishinomiya},Mayor ofKitakyushu,Kitakyushu,,,北橋健治,,,,,male,,,,
274,http://dbpedia.org/resource/Kim_Driscoll,1966-08-12,{Salem Massachusetts|Massachusetts|United States},"{http://dbpedia.org/resource/Salem,_Massachusetts|http://dbpedia.org/resource/Massachusetts|http://dbpedia.org/resource/United_States}",Mayor of Salem,Salem,,,Kim Driscoll,42.516945,-70.898613,,,female,,,,
275,http://dbpedia.org/resource/Blair_Tennent,1898-12-04,Greymouth,http://dbpedia.org/resource/Greymouth,Mayor of Palmerston North,Palmerston North,1949.0,1954.0,Blair Tennent,,,-40.355,175.611664,male,,51.0,56.0,5.0
276,http://dbpedia.org/resource/Blanca_Inés_Durán_Hernández,1971-06-16,{Colombia|Bogotá},{http://dbpedia.org/resource/Colombia|http://dbpedia.org/resource/Bogotá},Mayor ofChapinero,Chapinero,,,Blanca Inés Durán,,,4.6458330000000005,-74.06333199999999,female,,,,
277,http://dbpedia.org/resource/Bob_Bolen,1926-04-10,Chicago,http://dbpedia.org/resource/Chicago,Mayor of Fort Worth Texas,Fort Worth Texas,,,Bob Bolen,41.836945,-87.68472299999999,,,male,,,,
278,http://dbpedia.org/resource/Bob_Buckhorn,1958-07-29,{Illinois|Evanston Illinois|United States},"{http://dbpedia.org/resource/Illinois|http://dbpedia.org/resource/Evanston,_Illinois|http://dbpedia.org/resource/United_States}",Mayor of Tampa,Tampa,,,Bob Buckhorn,,,,,male,,,,
279,http://dbpedia.org/resource/Bob_Crowell,1945-11-28,{Nevada|Tonopah Nevada|United States},"{http://dbpedia.org/resource/Nevada|http://dbpedia.org/resource/Tonopah,_Nevada|http://dbpedia.org/resource/United_States}",Mayor of Carson City,Carson City,,,Bob Crowell,,,39.160831,-119.753891,male,,,,
